RAMPART30
-167.625
-94.525
-47.975
-21.875
1.5
-3.175
-27.175
-13.425
-19.3
-7.025
-13.8
-24.25
-13.9
1.875
-10.475
-4.95
-0.225
-16.125
-0.425
-1.925
2.575
4.0
0.075
2.875
-28.55
-8.8
0.05
-1.825
-7.825
0.9
2.375
2.575
0.65
-49.125
0.5
-111.8
-30.75
-30.05
-1.525
-0.225
-131.0
-23.575
-0.6
1.975
-2.35
1.85
-1.225
-8.875
0.4
1.275
-11.525
1.0
-0.25
-0.325
2.325
-0.8
2.225
-40.525
-39.1
-43.1
-11.7
2.15
-4.7
0.025
-33.1
-0.15
0.45
1.7
-0.05
0.5
1.65
1.2
-105.425
-20.525
-13.475
-0.9
0.775
-5.675
0.4
-7.65
2.275
0.5
-40.2
-19.9
2.15
2.475
0.175
3.7
-1.7
-42.25
2.55
2.425
-10.525
6.075
0.225
1.4
-7.0
-0.825
-2.05
0.45
-28.3
2.2
2.025
-14.475
1.3
-84.95
4.575
-34.75
-93.6
1.575
-21.125
1.45
1.325
0.75
2.75
0.925
-3.65
1.5
1.45
-0.675
-3.3
1.5
2.0
-0.15
-36.225
-2.775
1.2
0.725
-8.025
4.125
0.1
-0.1
0.7
1.0
-1.125
1.975
0.5
0.5
1.7
0.425
-0.35
1.25
3.2
-1.225
1.25
-0.3
-0.475
2.2
0.225
0.5
-3.575
1.0
3.925
0.425
5.425
-2.325
1.05
3.075
1.625
1.525
0.5
-0.45
1.05
0.55
0.5
1.45
3.0
2.1
0.375
0.05
2.0
2.175
2.625
3.4
1.25
0.25
0.5
-0.475
0.8
2.65
2.125
1.0
2.3
2.2
1.45
0.475
-3.225
1.7
1.85
-4.325
3.0
0.2
-24.525
0.775
2.125
0.875
1.1
-3.275
1.625
0.625
0.4
-3.55
1.85
3.3
2.0
0.3
2.2
-2.75
0.675
2.0
1.8
1.2
-0.125
-0.625
2.0
0.7
-4.55
1.5
0.7
4.5
-1.225
1.825
0.5
0.85
0.825
0.525
-2.15
1.55
2.875
0.05
0.825
-0.25
1.5
3.0
-1.2
-0.45
0.125
2.425
2.9
2.0
2.0
1.5
-0.225
3.175
-1.95
0.1
-6.225
0.5
-3.375
1.95
0.45
-3.6
3.525
1.725
-1.225
3.85
