RAMPART30
1501.0
1501.0
1402.0
354.0
39.0
162.0
931.0
294.0
409.0
257.0
657.0
921.0
1501.0
102.0
1501.0
1501.0
73.0
1501.0
1501.0
1501.0
1146.0
1501.0
1501.0
1501.0
1501.0
561.0
5.0
1501.0
330.0
296.0
187.0
157.0
18.0
1501.0
5.0
1319.0
434.0
173.0
141.0
96.0
1501.0
326.0
26.0
126.0
159.0
59.0
68.0
39.0
39.0
42.0
320.0
16.0
10.0
45.0
173.0
514.0
587.0
502.0
378.0
285.0
108.0
29.0
57.0
6.0
232.0
28.0
5.0
78.0
8.0
46.0
73.0
37.0
1501.0
899.0
123.0
254.0
20.0
1030.0
11.0
294.0
35.0
6.0
311.0
681.0
42.0
104.0
9.0
292.0
140.0
771.0
39.0
40.0
1501.0
197.0
5.0
27.0
246.0
28.0
63.0
8.0
1501.0
30.0
559.0
626.0
36.0
474.0
97.0
757.0
565.0
39.0
249.0
91.0
92.0
20.0
110.0
8.0
78.0
11.0
44.0
42.0
18.0
29.0
23.0
73.0
426.0
34.0
17.0
17.0
184.0
76.0
28.0
48.0
10.0
4.0
45.0
9.0
3.0
4.0
44.0
7.0
19.0
30.0
96.0
95.0
11.0
11.0
12.0
29.0
19.0
2.0
24.0
19.0
116.0
16.0
106.0
18.0
85.0
61.0
57.0
48.0
4.0
27.0
27.0
19.0
4.0
9.0
58.0
36.0
19.0
13.0
16.0
190.0
60.0
22.0
16.0
75.0
5.0
18.0
17.0
48.0
27.0
26.0
32.0
51.0
27.0
11.0
33.0
27.0
11.0
72.0
28.0
20.0
302.0
8.0
12.0
25.0
31.0
48.0
24.0
28.0
14.0
52.0
46.0
37.0
25.0
38.0
33.0
16.0
19.0
23.0
8.0
16.0
64.0
27.0
15.0
10.0
48.0
11.0
13.0
22.0
36.0
20.0
7.0
6.0
11.0
34.0
31.0
43.0
32.0
50.0
27.0
29.0
9.0
15.0
26.0
19.0
23.0
17.0
47.0
19.0
12.0
12.0
20.0
24.0
30.0
29.0
29.0
6.0
70.0
27.0
24.0
48.0
64.0
26.0
37.0
41.0
20.0
8.0
16.0
25.0
29.0
56.0
202.0
10.0
93.0
29.0
12.0
14.0
12.0
18.0
20.0
5.0
13.0
20.0
20.0
21.0
5.0
37.0
24.0
28.0
6.0
37.0
141.0
24.0
13.0
17.0
17.0
184.0
42.0
14.0
34.0
44.0
7.0
12.0
12.0
4.0
39.0
19.0
18.0
39.0
37.0
22.0
12.0
6.0
121.0
12.0
18.0
38.0
12.0
19.0
93.0
11.0
226.0
42.0
34.0
38.0
729.0
23.0
15.0
12.0
29.0
23.0
31.0
21.0
61.0
34.0
8.0
6.0
24.0
10.0
35.0
48.0
17.0
21.0
17.0
36.0
29.0
23.0
21.0
14.0
36.0
7.0
19.0
24.0
38.0
28.0
6.0
23.0
33.0
10.0
47.0
17.0
19.0
9.0
25.0
28.0
29.0
72.0
37.0
51.0
41.0
51.0
31.0
5.0
55.0
23.0
7.0
36.0
26.0
6.0
19.0
34.0
24.0
22.0
4.0
21.0
18.0
34.0
14.0
6.0
136.0
20.0
12.0
283.0
24.0
238.0
18.0
8.0
36.0
17.0
15.0
21.0
32.0
26.0
12.0
11.0
48.0
14.0
34.0
30.0
60.0
63.0
5.0
17.0
7.0
7.0
11.0
3.0
22.0
12.0
1489.0
17.0
19.0
11.0
383.0
29.0
15.0
28.0
12.0
5.0
11.0
30.0
30.0
17.0
23.0
10.0
28.0
9.0
17.0
84.0
9.0
12.0
28.0
17.0
125.0
24.0
15.0
15.0
31.0
46.0
4.0
26.0
12.0
26.0
17.0
30.0
44.0
8.0
8.0
252.0
30.0
228.0
6.0
62.0
16.0
12.0
11.0
4.0
6.0
27.0
20.0
22.0
11.0
34.0
23.0
66.0
37.0
11.0
25.0
29.0
35.0
6.0
28.0
18.0
20.0
40.0
32.0
19.0
22.0
10.0
29.0
25.0
39.0
12.0
28.0
25.0
6.0
26.0
25.0
16.0
26.0
32.0
7.0
26.0
21.0
35.0
25.0
16.0
44.0
41.0
14.0
7.0
20.0
43.0
29.0
44.0
8.0
25.0
28.0
52.0
6.0
30.0
9.0
21.0
25.0
12.0
19.0
50.0
53.0
5.0
32.0
50.0
34.0
80.0
28.0
47.0
12.0
16.0
37.0
2.0
28.0
17.0
47.0
35.0
12.0
33.0
6.0
12.0
39.0
10.0
48.0
52.0
20.0
33.0
51.0
34.0
31.0
40.0
54.0
54.0
27.0
10.0
32.0
12.0
8.0
44.0
20.0
10.0
42.0
40.0
29.0
21.0
4.0
35.0
52.0
16.0
24.0
16.0
34.0
30.0
11.0
16.0
19.0
20.0
40.0
10.0
7.0
14.0
40.0
28.0
34.0
46.0
28.0
13.0
33.0
39.0
30.0
30.0
24.0
10.0
42.0
20.0
16.0
8.0
8.0
24.0
12.0
34.0
21.0
21.0
7.0
18.0
18.0
11.0
22.0
19.0
53.0
12.0
19.0
30.0
57.0
35.0
22.0
6.0
7.0
14.0
1110.0
21.0
14.0
11.0
10.0
12.0
26.0
20.0
10.0
6.0
17.0
25.0
11.0
26.0
24.0
2.0
18.0
5.0
24.0
10.0
6.0
21.0
20.0
12.0
22.0
19.0
12.0
10.0
12.0
65.0
32.0
67.0
72.0
22.0
20.0
12.0
63.0
36.0
13.0
68.0
5.0
58.0
35.0
15.0
8.0
265.0
36.0
9.0
17.0
13.0
13.0
89.0
2.0
34.0
40.0
38.0
45.0
127.0
38.0
21.0
368.0
20.0
193.0
21.0
24.0
29.0
44.0
42.0
20.0
18.0
347.0
40.0
28.0
6.0
15.0
17.0
31.0
9.0
5.0
130.0
27.0
28.0
22.0
10.0
17.0
4.0
18.0
330.0
14.0
110.0
59.0
9.0
23.0
19.0
13.0
26.0
50.0
20.0
13.0
9.0
36.0
9.0
337.0
10.0
13.0
32.0
17.0
7.0
7.0
23.0
30.0
16.0
16.0
36.0
32.0
28.0
4.0
45.0
35.0
27.0
48.0
33.0
18.0
21.0
25.0
7.0
27.0
12.0
16.0
10.0
25.0
19.0
59.0
13.0
29.0
36.0
29.0
9.0
20.0
11.0
44.0
71.0
21.0
7.0
14.0
18.0
19.0
29.0
42.0
12.0
7.0
10.0
40.0
34.0
19.0
30.0
33.0
25.0
4.0
37.0
21.0
51.0
8.0
9.0
10.0
32.0
9.0
6.0
7.0
6.0
26.0
12.0
35.0
25.0
17.0
27.0
13.0
51.0
61.0
11.0
12.0
21.0
820.0
92.0
18.0
49.0
34.0
66.0
21.0
18.0
17.0
74.0
36.0
48.0
18.0
11.0
20.0
12.0
74.0
7.0
24.0
10.0
19.0
38.0
6.0
46.0
6.0
24.0
53.0
6.0
9.0
13.0
27.0
9.0
29.0
20.0
15.0
6.0
8.0
41.0
29.0
26.0
29.0
27.0
32.0
49.0
44.0
58.0
13.0
55.0
34.0
42.0
18.0
27.0
15.0
39.0
22.0
38.0
55.0
19.0
9.0
11.0
37.0
12.0
43.0
46.0
43.0
41.0
101.0
16.0
10.0
11.0
47.0
58.0
46.0
79.0
53.0
41.0
20.0
29.0
12.0
34.0
57.0
41.0
12.0
12.0
58.0
18.0
13.0
22.0
26.0
8.0
17.0
39.0
69.0
5.0
5.0
35.0
12.0
16.0
18.0
32.0
64.0
10.0
11.0
24.0
17.0
21.0
65.0
48.0
50.0
9.0
20.0
24.0
9.0
6.0
14.0
32.0
17.0
101.0
7.0
12.0
16.0
55.0
24.0
15.0
28.0
55.0
38.0
48.0
13.0
37.0
27.0
19.0
31.0
13.0
80.0
39.0
6.0
118.0
60.0
55.0
15.0
2.0
50.0
40.0
44.0
35.0
25.0
21.0
13.0
13.0
10.0
12.0
33.0
10.0
32.0
13.0
19.0
17.0
20.0
17.0
4.0
11.0
11.0
47.0
12.0
7.0
31.0
16.0
10.0
24.0
13.0
39.0
3.0
17.0
5.0
23.0
40.0
36.0
32.0
11.0
36.0
30.0
4.0
6.0
5.0
19.0
12.0
14.0
39.0
21.0
12.0
15.0
14.0
25.0
9.0
31.0
22.0
14.0
54.0
16.0
18.0
21.0
34.0
39.0
12.0
11.0
23.0
18.0
53.0
8.0
8.0
55.0
28.0
34.0
22.0
8.0
39.0
34.0
4.0
5.0
6.0
25.0
36.0
11.0
11.0
59.0
41.0
13.0
41.0
38.0
61.0
14.0
12.0
13.0
48.0
34.0
25.0
35.0
34.0
40.0
29.0
13.0
26.0
13.0
24.0
11.0
39.0
27.0
25.0
13.0
24.0
44.0
12.0
30.0
11.0
20.0
28.0
51.0
40.0
27.0
28.0
99.0
21.0
27.0
16.0
43.0
17.0
3.0
9.0
4.0
7.0
18.0
29.0
18.0
7.0
45.0
66.0
51.0
52.0
28.0
9.0
36.0
35.0
9.0
23.0
66.0
32.0
13.0
37.0
11.0
16.0
13.0
17.0
8.0
15.0
71.0
11.0
46.0
26.0
54.0
12.0
11.0
18.0
10.0
39.0
10.0
19.0
9.0
16.0
29.0
11.0
9.0
13.0
12.0
14.0
24.0
29.0
34.0
12.0
2.0
12.0
20.0
37.0
8.0
14.0
22.0
21.0
14.0
55.0
27.0
38.0
16.0
13.0
16.0
26.0
85.0
21.0
36.0
9.0
23.0
13.0
10.0
14.0
31.0
12.0
34.0
27.0
20.0
8.0
7.0
22.0
4.0
23.0
17.0
23.0
35.0
10.0
18.0
32.0
28.0
17.0
32.0
25.0
10.0
20.0
64.0
34.0
8.0
5.0
12.0
11.0
87.0
18.0
14.0
14.0
16.0
18.0
17.0
19.0
25.0
27.0
12.0
2.0
7.0
28.0
16.0
53.0
17.0
14.0
10.0
10.0
15.0
21.0
17.0
6.0
45.0
71.0
27.0
19.0
6.0
10.0
61.0
43.0
20.0
19.0
9.0
18.0
11.0
14.0
9.0
12.0
9.0
76.0
31.0
41.0
29.0
29.0
10.0
25.0
16.0
28.0
11.0
47.0
15.0
17.0
39.0
13.0
40.0
37.0
9.0
22.0
26.0
9.0
9.0
29.0
20.0
19.0
3.0
27.0
26.0
41.0
15.0
14.0
16.0
26.0
25.0
9.0
29.0
25.0
12.0
36.0
23.0
52.0
24.0
9.0
23.0
11.0
68.0
24.0
15.0
37.0
25.0
27.0
20.0
14.0
18.0
17.0
10.0
15.0
19.0
17.0
6.0
7.0
13.0
12.0
15.0
16.0
33.0
7.0
9.0
33.0
14.0
31.0
20.0
26.0
7.0
19.0
20.0
44.0
12.0
26.0
129.0
3.0
12.0
27.0
30.0
18.0
51.0
51.0
28.0
9.0
16.0
9.0
9.0
14.0
18.0
41.0
31.0
5.0
2.0
16.0
9.0
23.0
33.0
13.0
12.0
11.0
77.0
15.0
26.0
10.0
8.0
21.0
95.0
58.0
20.0
3.0
11.0
6.0
10.0
20.0
12.0
23.0
14.0
19.0
10.0
6.0
8.0
10.0
20.0
10.0
8.0
17.0
47.0
19.0
34.0
17.0
21.0
6.0
62.0
9.0
15.0
12.0
70.0
9.0
13.0
9.0
38.0
28.0
17.0
12.0
14.0
7.0
12.0
41.0
27.0
29.0
12.0
24.0
13.0
18.0
15.0
15.0
27.0
9.0
14.0
18.0
36.0
10.0
62.0
25.0
9.0
8.0
16.0
6.0
18.0
8.0
7.0
17.0
4.0
19.0
9.0
17.0
33.0
31.0
61.0
13.0
24.0
4.0
12.0
33.0
29.0
25.0
24.0
12.0
16.0
102.0
25.0
14.0
13.0
44.0
12.0
17.0
8.0
13.0
15.0
19.0
25.0
11.0
17.0
27.0
12.0
32.0
13.0
13.0
15.0
34.0
21.0
15.0
31.0
14.0
18.0
13.0
11.0
12.0
28.0
69.0
33.0
24.0
10.0
15.0
12.0
12.0
64.0
43.0
14.0
17.0
12.0
48.0
15.0
11.0
24.0
